POISSON BOLTZMANN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
1049,-1992.3436,-19361.6418,-2995.8637,67.4339,0.0,-21353.9854,-2928.4298,-24282.4152
1050,-2017.5941,-19312.3241,-3038.1346,69.3013,0.0,-21329.9182,-2968.8333,-24298.7515
1051,-2025.9929,-19377.9446,-3004.9577,68.2868,0.0,-21403.9375,-2936.6709,-24340.6084
1052,-2006.2637,-19294.2304,-3017.1827,68.8834,0.0,-21300.4941,-2948.2993,-24248.7934
1053,-2019.3593,-19362.184,-3006.0214,68.6099,0.0,-21381.5433,-2937.4115,-24318.9548
1054,-1963.4454,-19333.1989,-3061.4733,68.9809,0.0,-21296.6443,-2992.4924,-24289.1367
1055,-1971.2512,-19357.5175,-3030.1169,68.2873,0.0,-21328.7687,-2961.8296,-24290.5983
1056,-1998.7259,-19343.8489,-3009.7291,68.5131,0.0,-21342.5748,-2941.216,-24283.7908
1057,-2033.3956,-19244.2524,-3078.8382,68.9369,0.0,-21277.648,-3009.9013,-24287.5493
1058,-2010.3709,-19380.2069,-3026.1624,67.6644,0.0,-21390.5778,-2958.498,-24349.0758
1059,-2002.4983,-19259.4775,-3064.1649,67.9867,0.0,-21261.9758,-2996.1782,-24258.154
1060,-2011.7019,-19377.1026,-3003.4428,67.3919,0.0,-21388.8045,-2936.0509,-24324.8554
1061,-2011.1901,-19332.1285,-3010.0477,67.2277,0.0,-21343.3186,-2942.82,-24286.1386
1062,-2039.0693,-19362.5961,-2987.939,67.5233,0.0,-21401.6654,-2920.4157,-24322.0811
1063,-2013.5373,-19367.1635,-2994.4555,67.0569,0.0,-21380.7008,-2927.3986,-24308.0994
1064,-2019.2541,-19325.541,-3017.4971,68.0079,0.0,-21344.7951,-2949.4892,-24294.2843
1065,-1992.1861,-19368.7043,-2996.6125,68.3878,0.0,-21360.8904,-2928.2247,-24289.1151
1066,-1996.617,-19278.3777,-3055.1733,68.3903,0.0,-21274.9947,-2986.783,-24261.7777
1067,-2020.195,-19316.4121,-3025.9372,67.3959,0.0,-21336.6071,-2958.5413,-24295.1484
1068,-2012.9764,-19367.5477,-2993.6911,66.7826,0.0,-21380.5241,-2926.9085,-24307.4326
1069,-2043.6434,-19296.3837,-3016.8141,67.18,0.0,-21340.0271,-2949.6341,-24289.6612
1070,-2013.1876,-19381.2293,-3016.0447,66.9265,0.0,-21394.4169,-2949.1182,-24343.5351
1071,-2060.2917,-19257.4463,-3025.9093,67.9345,0.0,-21317.738,-2957.9748,-24275.7128
1072,-2001.6941,-19361.7713,-3021.3374,67.2337,0.0,-21363.4654,-2954.1037,-24317.5691
1073,-1988.5051,-19345.9857,-3017.273,67.455,0.0,-21334.4908,-2949.818,-24284.3088
1074,-1998.2688,-19275.9779,-3039.886,67.6813,0.0,-21274.2467,-2972.2047,-24246.4514
1075,-2025.2704,-19254.4567,-3048.2768,67.6205,0.0,-21279.7271,-2980.6563,-24260.3834
1076,-2051.4139,-19231.2418,-3050.2754,67.9774,0.0,-21282.6557,-2982.298,-24264.9537
1077,-2003.7202,-19280.3923,-3048.1957,67.6038,0.0,-21284.1125,-2980.5919,-24264.7044
1078,-2033.5858,-19290.9887,-3104.3476,67.501,0.0,-21324.5745,-3036.8466,-24361.4211
1079,-2003.2609,-19302.164,-3050.5727,67.6417,0.0,-21305.4249,-2982.931,-24288.3559
1080,-1992.1657,-19328.3074,-3022.4442,67.5265,0.0,-21320.4731,-2954.9177,-24275.3908
1081,-2016.936,-19331.5669,-3022.8456,66.5698,0.0,-21348.5029,-2956.2758,-24304.7787
1082,-1989.1955,-19193.4239,-3126.1495,67.4615,0.0,-21182.6194,-3058.688,-24241.3074
1083,-2019.6122,-19207.9212,-3093.3029,67.3257,0.0,-21227.5334,-3025.9772,-24253.5106
1084,-2030.1349,-19230.01,-3060.2043,67.3724,0.0,-21260.1449,-2992.8319,-24252.9768
1085,-2036.4643,-19310.2816,-3039.6208,67.3653,0.0,-21346.7459,-2972.2555,-24319.0014
1086,-2022.9994,-19297.3292,-3036.9095,67.1827,0.0,-21320.3286,-2969.7268,-24290.0554
1087,-1975.7104,-19466.7297,-2977.7738,67.1984,0.0,-21442.4401,-2910.5754,-24353.0155
1088,-2008.7578,-19417.4645,-2975.8064,66.8859,0.0,-21426.2223,-2908.9205,-24335.1428
1089,-1996.9439,-19448.8204,-2970.8729,67.2563,0.0,-21445.7643,-2903.6166,-24349.3809
1090,-2031.6514,-19372.3358,-2985.395,66.8023,0.0,-21403.9872,-2918.5927,-24322.5799
1091,-1999.388,-19341.5894,-2976.5838,67.0763,0.0,-21340.9774,-2909.5075,-24250.4849
1092,-2020.1336,-19348.4491,-3005.6299,66.7177,0.0,-21368.5827,-2938.9122,-24307.4949
1093,-2010.1275,-19306.7363,-3018.4905,66.5001,0.0,-21316.8638,-2951.9904,-24268.8542
1094,-2011.5252,-19173.1797,-3132.2172,66.987,0.0,-21184.7049,-3065.2302,-24249.9351
1095,-2002.2863,-19260.5725,-3081.7136,67.2225,0.0,-21262.8588,-3014.4911,-24277.3499
1096,-1998.67,-19197.0763,-3152.2435,66.9338,0.0,-21195.7463,-3085.3097,-24281.056
1097,-2002.4381,-19320.9732,-3058.082,67.2428,0.0,-21323.4113,-2990.8392,-24314.2505
1098,-2004.2744,-19261.3229,-3090.0177,67.2633,0.0,-21265.5973,-3022.7544,-24288.3517
1099,-1993.6352,-19214.9129,-3122.7443,68.2502,0.0,-21208.5481,-3054.4941,-24263.0422
1100,-2000.0705,-19237.6515,-3108.072,67.7465,0.0,-21237.722,-3040.3255,-24278.0475
1101,-1998.1216,-19248.3262,-3065.9585,67.2434,0.0,-21246.4478,-2998.7151,-24245.1629
1102,-1993.1228,-19262.2726,-3074.4162,67.4007,0.0,-21255.3954,-3007.0155,-24262.4109
1103,-2011.9982,-19317.5775,-3046.5661,67.4793,0.0,-21329.5757,-2979.0868,-24308.6625
1104,-2005.9111,-19304.6144,-3064.5564,67.6063,0.0,-21310.5255,-2996.9501,-24307.4756
1105,-1994.4763,-19367.6756,-2990.717,67.5081,0.0,-21362.1519,-2923.2089,-24285.3608
1106,-1993.7407,-19420.0036,-2992.7858,67.3138,0.0,-21413.7443,-2925.472,-24339.2163
1107,-1987.5922,-19352.9643,-2997.8771,67.648,0.0,-21340.5565,-2930.2291,-24270.7856
1108,-2010.4359,-19383.8533,-3009.5417,67.0892,0.0,-21394.2892,-2942.4525,-24336.7417
1109,-1988.2495,-19333.134,-3070.1629,67.3724,0.0,-21321.3835,-3002.7905,-24324.174
1110,-2003.0347,-19405.4791,-2988.5417,67.1595,0.0,-21408.5138,-2921.3822,-24329.896
1111,-1991.4513,-19321.1609,-3023.9337,68.0576,0.0,-21312.6122,-2955.8761,-24268.4883
1112,-2001.7422,-19361.7969,-2982.8578,68.0204,0.0,-21363.5391,-2914.8374,-24278.3765
1113,-2004.8084,-19354.0885,-3000.6562,68.8977,0.0,-21358.8969,-2931.7585,-24290.6554
1114,-1998.8364,-19372.6907,-2975.0255,68.0459,0.0,-21371.5271,-2906.9796,-24278.5067
1115,-1983.2965,-19285.7889,-3057.1315,68.1389,0.0,-21269.0854,-2988.9926,-24258.078
1116,-1998.1807,-19330.978,-3039.1039,68.0163,0.0,-21329.1587,-2971.0876,-24300.2463
1117,-1966.8783,-19354.9571,-3063.5262,69.0424,0.0,-21321.8354,-2994.4838,-24316.3192
1118,-2016.9271,-19270.3707,-3081.0917,67.7762,0.0,-21287.2978,-3013.3155,-24300.6133
1119,-1984.5632,-19416.2482,-2979.0963,66.9597,0.0,-21400.8114,-2912.1366,-24312.948
1120,-1998.1149,-19442.5575,-2936.0332,66.8006,0.0,-21440.6724,-2869.2326,-24309.905
1121,-2025.5018,-19455.3435,-2951.7155,66.8011,0.0,-21480.8453,-2884.9144,-24365.7597
1122,-1992.5237,-19322.6973,-3016.9178,67.9975,0.0,-21315.221,-2948.9203,-24264.1413
1123,-2002.9062,-19367.6845,-3025.9848,67.285,0.0,-21370.5907,-2958.6998,-24329.2905
1124,-1987.922,-19419.4337,-2955.5806,67.1367,0.0,-21407.3557,-2888.4439,-24295.7996
1125,-2018.7603,-19323.8533,-2980.2648,67.6732,0.0,-21342.6136,-2912.5916,-24255.2052
1126,-2002.7975,-19363.8903,-2971.2941,67.4988,0.0,-21366.6878,-2903.7953,-24270.4831
1127,-1989.7961,-19428.1772,-2908.6919,67.4473,0.0,-21417.9733,-2841.2446,-24259.2179
1128,-2013.3998,-19421.6936,-2937.0985,66.661,0.0,-21435.0934,-2870.4375,-24305.5309
1129,-1997.4039,-19405.9284,-2939.382,67.4621,0.0,-21403.3323,-2871.9199,-24275.2522
1130,-2018.5855,-19410.4352,-2992.8538,67.072,0.0,-21429.0207,-2925.7818,-24354.8025
1131,-2002.7282,-19423.3361,-2968.0622,67.6022,0.0,-21426.0643,-2900.46,-24326.5243
1132,-2026.2418,-19364.817,-3018.2524,67.2089,0.0,-21391.0588,-2951.0435,-24342.1023
1133,-2029.6547,-19380.4089,-2972.5345,66.5566,0.0,-21410.0636,-2905.9779,-24316.0415
1134,-2021.9536,-19376.2037,-2965.6262,66.3805,0.0,-21398.1573,-2899.2457,-24297.403
1135,-2021.622,-19532.2009,-2853.2387,66.0953,0.0,-21553.8229,-2787.1434,-24340.9663
1136,-2043.3407,-19517.5249,-2856.2896,65.6468,0.0,-21560.8656,-2790.6428,-24351.5084
1137,-2025.1588,-19452.3629,-2888.0792,66.5867,0.0,-21477.5217,-2821.4925,-24299.0142
1138,-1972.1553,-19459.5979,-2909.1513,66.2628,0.0,-21431.7532,-2842.8885,-24274.6417
1139,-2029.3891,-19412.0461,-2940.8429,66.5888,0.0,-21441.4352,-2874.2541,-24315.6893
1140,-2026.8221,-19443.8147,-2915.685,66.0374,0.0,-21470.6368,-2849.6476,-24320.2844
1141,-2017.9882,-19523.6334,-2887.5429,65.5936,0.0,-21541.6216,-2821.9493,-24363.5709
1142,-2023.6815,-19424.6422,-2925.351,66.549,0.0,-21448.3237,-2858.802,-24307.1257
1143,-1994.22,-19410.7711,-2953.0131,66.6454,0.0,-21404.9911,-2886.3677,-24291.3588
1144,-2007.9564,-19420.8775,-2959.9487,66.9946,0.0,-21428.8339,-2892.9541,-24321.788
1145,-2036.4627,-19343.1028,-3003.0717,66.6971,0.0,-21379.5655,-2936.3746,-24315.9401
1146,-2007.5761,-19433.7029,-2959.3654,67.0343,0.0,-21441.279,-2892.3311,-24333.6101
1147,-1998.1129,-19414.1969,-2968.5936,67.4667,0.0,-21412.3098,-2901.1269,-24313.4367
1148,-1997.298,-19384.401,-2998.9769,67.4841,0.0,-21381.699,-2931.4928,-24313.1918
1149,-2015.7587,-19298.3975,-3031.5332,67.7385,0.0,-21314.1562,-2963.7947,-24277.9509
1150,-2033.7743,-19258.996,-3083.9882,67.2814,0.0,-21292.7703,-3016.7068,-24309.4771
1151,-2020.1074,-19331.8944,-3041.2005,67.4922,0.0,-21352.0018,-2973.7083,-24325.7101
1152,-1998.3179,-19323.8972,-3071.3482,67.9582,0.0,-21322.2151,-3003.39,-24325.6051
1153,-2005.1779,-19383.9745,-3026.0233,67.4442,0.0,-21389.1524,-2958.5791,-24347.7315
1154,-2010.3465,-19339.1747,-3023.6007,67.7896,0.0,-21349.5212,-2955.8111,-24305.3323
1155,-2021.4945,-19364.8949,-3033.0726,67.3286,0.0,-21386.3894,-2965.744,-24352.1334
1156,-1990.0752,-19341.1683,-3024.193,67.204,0.0,-21331.2435,-2956.989,-24288.2325
1157,-2023.3954,-19317.7811,-2991.6742,67.2443,0.0,-21341.1765,-2924.4299,-24265.6064
1158,-2022.7186,-19292.1647,-3112.6195,66.6299,0.0,-21314.8833,-3045.9896,-24360.8729
1159,-1998.1628,-19386.6671,-3039.6596,66.8335,0.0,-21384.8299,-2972.8261,-24357.656
1160,-1978.084,-19347.8028,-3037.8838,67.8696,0.0,-21325.8868,-2970.0142,-24295.901
1161,-2005.8124,-19304.556,-3061.6055,67.2186,0.0,-21310.3684,-2994.3869,-24304.7553
1162,-2003.3042,-19283.175,-3051.8202,66.9715,0.0,-21286.4792,-2984.8487,-24271.3279
1163,-2017.7497,-19287.2415,-3027.3404,66.6328,0.0,-21304.9912,-2960.7076,-24265.6988
1164,-2016.1445,-19376.1174,-3010.0765,67.1538,0.0,-21392.2619,-2942.9227,-24335.1846
1165,-2012.2054,-19334.0357,-3039.1921,67.414,0.0,-21346.2411,-2971.7781,-24318.0192
1166,-2018.6097,-19372.0035,-2974.5879,66.5132,0.0,-21390.6132,-2908.0747,-24298.6879
1167,-2010.5145,-19491.2913,-2919.3445,66.6893,0.0,-21501.8058,-2852.6552,-24354.461
1168,-2006.3244,-19296.3158,-3061.0478,66.2035,0.0,-21302.6402,-2994.8443,-24297.4845
1169,-2003.7355,-19352.9025,-3012.8924,66.538,0.0,-21356.638,-2946.3544,-24302.9924
1170,-1994.6978,-19319.2067,-3063.9113,66.7577,0.0,-21313.9045,-2997.1536,-24311.0581
1171,-2047.6862,-19325.3899,-3003.3472,66.0542,0.0,-21373.0761,-2937.293,-24310.3691
1172,-2005.2039,-19370.578,-2958.7374,66.6851,0.0,-21375.7819,-2892.0523,-24267.8342
1173,-2022.779,-19376.9952,-2976.5525,66.7874,0.0,-21399.7742,-2909.7651,-24309.5393
1174,-2024.176,-19237.4808,-3013.1927,67.359,0.0,-21261.6568,-2945.8337,-24207.4905
1175,-2008.4699,-19314.7823,-3030.5937,67.3258,0.0,-21323.2522,-2963.2679,-24286.5201
1176,-2011.0529,-19245.0199,-3078.1535,67.5108,0.0,-21256.0728,-3010.6427,-24266.7155
1177,-1988.416,-19363.2033,-2984.8733,67.144,0.0,-21351.6193,-2917.7293,-24269.3486
1178,-2034.0578,-19324.3458,-3013.1294,67.2835,0.0,-21358.4036,-2945.8459,-24304.2495
1179,-2016.3656,-19338.299,-3022.2118,67.01,0.0,-21354.6646,-2955.2018,-24309.8664
1180,-2012.1509,-19345.4615,-3021.4164,67.1702,0.0,-21357.6124,-2954.2462,-24311.8586
1181,-1979.7501,-19258.4329,-3050.8082,66.7284,0.0,-21238.183,-2984.0798,-24222.2628
1182,-1991.2146,-19354.2826,-2981.9614,66.3298,0.0,-21345.4972,-2915.6316,-24261.1288
1183,-1999.2161,-19298.5563,-2997.1253,66.3773,0.0,-21297.7724,-2930.748,-24228.5204
1184,-2033.7134,-19311.6512,-2990.3429,66.3474,0.0,-21345.3646,-2923.9955,-24269.3601
1185,-2050.5093,-19397.2018,-2925.438,67.083,0.0,-21447.7111,-2858.355,-24306.0661
1186,-1994.7104,-19346.9767,-2999.0393,67.1898,0.0,-21341.6871,-2931.8495,-24273.5366
1187,-2024.6238,-19356.919,-2969.7912,67.1297,0.0,-21381.5428,-2902.6615,-24284.2043
1188,-2022.2173,-19356.4111,-2959.3911,66.6932,0.0,-21378.6284,-2892.6979,-24271.3263
1189,-2046.0978,-19249.5854,-3030.7699,66.3233,0.0,-21295.6832,-2964.4466,-24260.1298
1190,-2032.2777,-19430.6069,-2921.9653,66.7953,0.0,-21462.8846,-2855.17,-24318.0546
1191,-2035.6773,-19439.6628,-2905.3151,66.4509,0.0,-21475.3401,-2838.8642,-24314.2043
1192,-2033.4312,-19430.7565,-2887.5017,66.4653,0.0,-21464.1877,-2821.0364,-24285.2241
1193,-2007.9455,-19399.1319,-2923.8309,66.5517,0.0,-21407.0774,-2857.2792,-24264.3566
1194,-2021.819,-19211.0296,-3054.5888,67.0873,0.0,-21232.8486,-2987.5015,-24220.3501
1195,-2020.9754,-19343.537,-3007.6105,66.1123,0.0,-21364.5124,-2941.4982,-24306.0106
1196,-2006.0812,-19423.7802,-3002.0678,66.5379,0.0,-21429.8614,-2935.5299,-24365.3913
1197,-2032.7004,-19345.3219,-2994.6487,66.6576,0.0,-21378.0223,-2927.9911,-24306.0134
1198,-2002.311,-19405.7112,-2950.1472,66.4704,0.0,-21408.0222,-2883.6768,-24291.699
1199,-1966.0981,-19324.9998,-3012.4631,67.1501,0.0,-21291.0979,-2945.313,-24236.4109
1200,-2014.6218,-19284.1925,-2992.5953,66.4146,0.0,-21298.8143,-2926.1807,-24224.995
1201,-2022.9936,-19300.7595,-3010.0788,67.5766,0.0,-21323.7531,-2942.5022,-24266.2553
1202,-2003.0447,-19294.9736,-3013.9388,67.4899,0.0,-21298.0183,-2946.4489,-24244.4672
1203,-2032.9181,-19270.0908,-3050.4862,67.6153,0.0,-21303.0089,-2982.8709,-24285.8798
1204,-2019.2157,-19347.6659,-2986.2853,66.7554,0.0,-21366.8816,-2919.5299,-24286.4115
1205,-1987.8843,-19361.5117,-2934.2398,66.3956,0.0,-21349.396,-2867.8442,-24217.2402
1206,-2004.9965,-19379.3399,-2927.3428,66.663,0.0,-21384.3364,-2860.6798,-24245.0162
1207,-1998.9123,-19339.9673,-3008.7712,67.0709,0.0,-21338.8796,-2941.7003,-24280.5799
1208,-2016.1218,-19247.7167,-3055.2331,66.6615,0.0,-21263.8385,-2988.5716,-24252.4101
1209,-1976.1645,-19299.6733,-3049.1802,67.4434,0.0,-21275.8378,-2981.7368,-24257.5746
1210,-2020.3513,-19395.9734,-2962.5757,66.0062,0.0,-21416.3247,-2896.5695,-24312.8942
1211,-1999.5423,-19303.3026,-3019.7322,67.7229,0.0,-21302.8449,-2952.0093,-24254.8542
1212,-1989.5778,-19343.3155,-2966.9706,67.5722,0.0,-21332.8933,-2899.3984,-24232.2917
1213,-2009.7925,-19311.4354,-2975.9983,67.2001,0.0,-21321.2279,-2908.7982,-24230.0261
1214,-2010.1763,-19335.1652,-2930.8288,66.0378,0.0,-21345.3415,-2864.791,-24210.1325
1215,-2039.0821,-19249.5715,-3012.8299,67.0912,0.0,-21288.6536,-2945.7387,-24234.3923
1216,-2021.0919,-19276.8432,-3039.7714,67.0136,0.0,-21297.9351,-2972.7578,-24270.6929
1217,-2033.9283,-19334.7971,-2964.9729,66.3289,0.0,-21368.7254,-2898.644,-24267.3694
1218,-2049.7503,-19275.9516,-3038.4294,67.6666,0.0,-21325.7019,-2970.7628,-24296.4647
1219,-2009.2737,-19304.0161,-3049.1066,67.3323,0.0,-21313.2898,-2981.7743,-24295.0641
1220,-2026.4653,-19385.3389,-2987.2568,67.4716,0.0,-21411.8042,-2919.7852,-24331.5894
1221,-2038.9241,-19337.7266,-3026.6682,66.7301,0.0,-21376.6507,-2959.9381,-24336.5888
1222,-2016.0366,-19269.295,-3016.6104,66.7214,0.0,-21285.3316,-2949.889,-24235.2206
1223,-2050.9675,-19273.5331,-3068.9988,66.8207,0.0,-21324.5006,-3002.1781,-24326.6787
1224,-2037.5867,-19205.8859,-3083.6828,67.2785,0.0,-21243.4726,-3016.4043,-24259.8769
1225,-2031.5082,-19203.4723,-3063.4089,67.1873,0.0,-21234.9805,-2996.2216,-24231.2021
1226,-2046.5382,-19229.048,-3022.8739,66.3821,0.0,-21275.5862,-2956.4918,-24232.078
1227,-2023.8329,-19169.6019,-3073.2264,67.2687,0.0,-21193.4348,-3005.9577,-24199.3925
1228,-1993.8895,-19335.9897,-2991.4558,67.6551,0.0,-21329.8792,-2923.8007,-24253.6799
1229,-1986.8344,-19316.5218,-3007.6035,67.3496,0.0,-21303.3562,-2940.2539,-24243.6101
1230,-2041.4487,-19308.5662,-2987.0586,67.2058,0.0,-21350.0149,-2919.8528,-24269.8677
1231,-2030.6509,-19355.2246,-2964.4036,66.3846,0.0,-21385.8755,-2898.019,-24283.8945
1232,-2045.8679,-19296.71,-2979.8785,66.6736,0.0,-21342.5779,-2913.2049,-24255.7828
1233,-2001.6889,-19291.9067,-3008.3883,66.7709,0.0,-21293.5956,-2941.6174,-24235.213
1234,-2052.7438,-19278.1971,-2990.4081,66.1669,0.0,-21330.9409,-2924.2412,-24255.1821
1235,-2032.4608,-19370.3874,-2933.3988,66.4014,0.0,-21402.8482,-2866.9974,-24269.8456
1236,-2012.2159,-19374.9939,-2974.7975,66.2669,0.0,-21387.2098,-2908.5306,-24295.7404
1237,-2029.4616,-19385.2221,-2941.7689,66.9692,0.0,-21414.6837,-2874.7997,-24289.4834
1238,-2040.9333,-19330.8546,-2957.6615,66.7478,0.0,-21371.7879,-2890.9137,-24262.7016
1239,-2037.2233,-19373.4951,-2928.035,66.9297,0.0,-21410.7184,-2861.1053,-24271.8237
1240,-2006.2222,-19321.0221,-2966.7461,67.0536,0.0,-21327.2443,-2899.6925,-24226.9368
1241,-2025.8018,-19295.9584,-2980.173,66.7537,0.0,-21321.7602,-2913.4193,-24235.1795
1242,-1978.7411,-19365.6104,-2983.4282,67.4858,0.0,-21344.3515,-2915.9424,-24260.2939
1243,-2038.2498,-19222.0027,-3063.2584,66.8901,0.0,-21260.2525,-2996.3683,-24256.6208
1244,-1987.9371,-19254.1719,-3088.9416,66.9447,0.0,-21242.109,-3021.9969,-24264.1059
1245,-2028.8049,-19290.4619,-3034.083,67.0486,0.0,-21319.2668,-2967.0344,-24286.3012
1246,-2008.3487,-19315.3863,-3017.3655,67.8458,0.0,-21323.735,-2949.5197,-24273.2547
1247,-2046.2951,-19286.5072,-3029.092,67.0102,0.0,-21332.8023,-2962.0818,-24294.8841
1248,-1998.225,-19286.7255,-3018.9352,66.9695,0.0,-21284.9505,-2951.9657,-24236.9162
1249,-2002.8322,-19285.2709,-3039.3642,67.2263,0.0,-21288.1031,-2972.1379,-24260.241
1250,-2007.8704,-19197.0606,-3062.7009,67.2784,0.0,-21204.931,-2995.4225,-24200.3535
1251,-2029.5991,-19263.137,-3045.9424,67.1845,0.0,-21292.7361,-2978.7579,-24271.494
1252,-2006.0141,-19175.3945,-3123.0442,67.4906,0.0,-21181.4086,-3055.5536,-24236.9622
1253,-2043.9129,-19266.9246,-3069.0979,67.5178,0.0,-21310.8375,-3001.5801,-24312.4176
1254,-2001.4464,-19226.8049,-3088.0785,67.5374,0.0,-21228.2513,-3020.5411,-24248.7924
1255,-2016.8068,-19227.2803,-3069.273,68.0605,0.0,-21244.0871,-3001.2125,-24245.2996
1256,-2036.4347,-19185.0238,-3093.4467,67.8359,0.0,-21221.4585,-3025.6108,-24247.0693
1257,-2027.57,-19153.8406,-3107.1425,67.9948,0.0,-21181.4106,-3039.1477,-24220.5583
1258,-2015.8787,-19251.4556,-3083.3026,67.7856,0.0,-21267.3343,-3015.517,-24282.8513
1259,-2032.0943,-19251.0346,-3074.6897,67.1447,0.0,-21283.1289,-3007.545,-24290.6739
1260,-1974.4796,-19241.4044,-3121.1044,67.5407,0.0,-21215.884,-3053.5637,-24269.4477
1261,-2011.8132,-19154.7613,-3118.3327,66.8802,0.0,-21166.5745,-3051.4525,-24218.027
1262,-2021.1328,-19201.1264,-3073.2278,67.8875,0.0,-21222.2592,-3005.3403,-24227.5995
1263,-2015.9713,-19243.1392,-3120.5157,68.2395,0.0,-21259.1105,-3052.2762,-24311.3867
1264,-2043.2909,-19241.6561,-3102.1065,68.0547,0.0,-21284.947,-3034.0518,-24318.9988
1265,-2029.6268,-19159.6703,-3134.9072,68.1413,0.0,-21189.2971,-3066.7659,-24256.063
1266,-2009.2376,-19289.1978,-3098.2709,67.9174,0.0,-21298.4354,-3030.3535,-24328.7889
1267,-2034.223,-19206.4259,-3152.3304,68.1544,0.0,-21240.6489,-3084.176,-24324.8249
1268,-2012.8781,-19125.4949,-3182.0289,67.0023,0.0,-21138.373,-3115.0266,-24253.3996
1269,-2031.5401,-19125.2868,-3120.0495,66.5249,0.0,-21156.8269,-3053.5246,-24210.3515
1270,-2017.7327,-19125.5647,-3144.534,67.2988,0.0,-21143.2974,-3077.2352,-24220.5326
1271,-2039.8958,-19143.5793,-3121.4495,67.311,0.0,-21183.4751,-3054.1385,-24237.6136
1272,-2028.8637,-19152.3584,-3131.9697,67.1575,0.0,-21181.2221,-3064.8122,-24246.0343
1273,-2000.8828,-19184.6643,-3108.09,67.4906,0.0,-21185.5471,-3040.5994,-24226.1465
1274,-2019.5679,-19158.3536,-3131.4089,67.1834,0.0,-21177.9215,-3064.2255,-24242.147
1275,-2014.9595,-19178.7066,-3121.6247,67.7134,0.0,-21193.6661,-3053.9113,-24247.5774
1276,-2000.2924,-19057.5106,-3237.5697,68.1789,0.0,-21057.803,-3169.3908,-24227.1938
1277,-2020.7767,-19113.8694,-3206.9412,68.2362,0.0,-21134.6461,-3138.705,-24273.3511
1278,-1997.0264,-19205.1815,-3157.5466,68.0442,0.0,-21202.2079,-3089.5024,-24291.7103
1279,-2009.9117,-19162.813,-3154.0168,68.299,0.0,-21172.7247,-3085.7178,-24258.4425
1280,-2001.6419,-19244.5471,-3108.3317,68.2045,0.0,-21246.189,-3040.1272,-24286.3162
1281,-2006.7942,-19177.1123,-3144.2068,67.9494,0.0,-21183.9065,-3076.2574,-24260.1639
1282,-2014.2184,-19172.5653,-3127.6395,67.6162,0.0,-21186.7837,-3060.0233,-24246.807
1283,-1978.5372,-19161.6992,-3129.3004,68.2666,0.0,-21140.2364,-3061.0338,-24201.2702
1284,-1974.785,-19219.5035,-3091.5574,67.2826,0.0,-21194.2885,-3024.2748,-24218.5633
1285,-2045.3736,-19213.74,-3080.6989,66.6276,0.0,-21259.1136,-3014.0713,-24273.1849
1286,-2015.3477,-19124.9506,-3145.0967,67.7209,0.0,-21140.2983,-3077.3758,-24217.6741
1287,-2006.7134,-19248.267,-3112.725,67.8669,0.0,-21254.9804,-3044.8581,-24299.8385
1288,-2049.2883,-19189.2927,-3112.3241,66.7101,0.0,-21238.581,-3045.614,-24284.195
1289,-2014.8641,-19199.7151,-3122.8726,67.8911,0.0,-21214.5792,-3054.9815,-24269.5607
1290,-2031.047,-19273.8094,-3103.6644,67.2405,0.0,-21304.8564,-3036.4239,-24341.2803
1291,-2043.8183,-19176.401,-3091.3352,67.1609,0.0,-21220.2193,-3024.1743,-24244.3936
1292,-2005.2245,-19218.1269,-3123.487,67.5514,0.0,-21223.3514,-3055.9356,-24279.287
1293,-2025.232,-19174.0596,-3094.7406,67.5157,0.0,-21199.2916,-3027.2249,-24226.5165
1294,-2050.6338,-19119.5953,-3117.1623,66.9475,0.0,-21170.2291,-3050.2148,-24220.4439
1295,-2001.2335,-19306.9381,-3043.1851,67.0957,0.0,-21308.1716,-2976.0894,-24284.261
1296,-1970.8727,-19393.1781,-3026.5117,67.0498,0.0,-21364.0508,-2959.4619,-24323.5127
1297,-2040.3006,-19180.0083,-3085.0733,67.1472,0.0,-21220.3089,-3017.9261,-24238.235
1298,-2002.034,-19246.1087,-3079.0651,66.431,0.0,-21248.1427,-3012.6341,-24260.7768
1299,-1980.5233,-19196.0114,-3118.1498,67.4769,0.0,-21176.5347,-3050.6729,-24227.2076
1300,-2019.4768,-19246.9068,-3023.8863,67.1236,0.0,-21266.3836,-2956.7627,-24223.1463
1301,-2000.2255,-19211.1994,-3113.5065,67.7041,0.0,-21211.4249,-3045.8024,-24257.2273
1302,-2028.5154,-19229.3464,-3087.3287,67.6152,0.0,-21257.8618,-3019.7135,-24277.5753
1303,-2005.9836,-19253.4633,-3079.1444,67.8083,0.0,-21259.4469,-3011.3361,-24270.783
1304,-1990.7993,-19340.8515,-3000.4054,67.3921,0.0,-21331.6508,-2933.0133,-24264.6641
1305,-2009.4528,-19307.2002,-3047.9058,67.1625,0.0,-21316.653,-2980.7433,-24297.3963
1306,-2018.8764,-19329.3694,-3065.2567,66.7119,0.0,-21348.2458,-2998.5448,-24346.7906
1307,-2009.6276,-19290.3251,-3103.3183,66.9101,0.0,-21299.9527,-3036.4082,-24336.3609
1308,-2048.5633,-19265.2056,-3061.3607,66.5105,0.0,-21313.7689,-2994.8502,-24308.6191
