POISSON BOLTZMANN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
261,-2064.9045,-19281.1385,-3061.8125,67.1398,0.0,-21346.043,-2994.6727,-24340.7157
262,-2031.8107,-19211.1159,-3089.9231,67.3528,0.0,-21242.9266,-3022.5703,-24265.4969
263,-2038.3319,-19239.0828,-3069.6015,67.203,0.0,-21277.4147,-3002.3985,-24279.8132
264,-2047.9339,-19190.1998,-3136.194,68.1986,0.0,-21238.1337,-3067.9954,-24306.1291
265,-2036.2246,-19194.448,-3129.5344,67.5064,0.0,-21230.6726,-3062.028,-24292.7006
266,-2061.8591,-19175.8289,-3103.4342,68.0592,0.0,-21237.688,-3035.375,-24273.063
267,-2048.3183,-19210.0478,-3163.6683,67.5466,0.0,-21258.3661,-3096.1217,-24354.4878
268,-2027.3711,-19217.8666,-3137.8718,67.5438,0.0,-21245.2377,-3070.328,-24315.5657
269,-2029.9204,-19210.475,-3084.517,67.6309,0.0,-21240.3954,-3016.8861,-24257.2815
270,-2036.0284,-19260.5551,-3076.718,67.3578,0.0,-21296.5835,-3009.3602,-24305.9437
271,-2065.2871,-19226.4198,-3070.9608,67.0859,0.0,-21291.7069,-3003.8749,-24295.5818
272,-2058.4588,-19293.0021,-3022.5448,66.1785,0.0,-21351.4609,-2956.3663,-24307.8272
273,-2057.082,-19339.3763,-3009.2664,66.5317,0.0,-21396.4583,-2942.7347,-24339.193
274,-2060.5797,-19154.3584,-3078.0149,66.8039,0.0,-21214.9381,-3011.211,-24226.1491
275,-2029.6995,-19200.8935,-3082.5689,67.3728,0.0,-21230.593,-3015.1961,-24245.7891
276,-2011.7935,-19185.9418,-3117.4253,66.9505,0.0,-21197.7353,-3050.4748,-24248.2101
277,-2019.5723,-19224.0053,-3103.0313,67.6158,0.0,-21243.5776,-3035.4155,-24278.9931
278,-2053.3626,-19278.0508,-3063.3386,67.296,0.0,-21331.4134,-2996.0426,-24327.456
279,-2046.728,-19253.0355,-3108.8741,66.6108,0.0,-21299.7635,-3042.2633,-24342.0268
280,-2044.6989,-19233.5808,-3122.4251,67.2607,0.0,-21278.2797,-3055.1644,-24333.4441
281,-2057.5701,-19247.5722,-3096.8301,66.4528,0.0,-21305.1423,-3030.3773,-24335.5196
282,-2078.9046,-19220.6962,-3067.9532,65.8778,0.0,-21299.6008,-3002.0754,-24301.6762
283,-2031.7242,-19215.6276,-3101.38,66.8819,0.0,-21247.3518,-3034.4981,-24281.8499
284,-2030.0374,-19227.5652,-3059.8512,66.6116,0.0,-21257.6026,-2993.2396,-24250.8422
285,-2072.62,-19279.5859,-3049.3111,66.2438,0.0,-21352.2059,-2983.0673,-24335.2732
286,-2057.0341,-19224.5469,-3107.6401,66.3271,0.0,-21281.581,-3041.313,-24322.894
287,-2053.4504,-19265.6227,-3065.1952,66.3049,0.0,-21319.0731,-2998.8903,-24317.9634
288,-2041.498,-19178.0646,-3101.8181,66.9671,0.0,-21219.5626,-3034.851,-24254.4136
289,-2034.1247,-19234.0113,-3049.768,67.4303,0.0,-21268.136,-2982.3377,-24250.4737
290,-2070.1401,-19231.1299,-3102.6903,66.6596,0.0,-21301.27,-3036.0307,-24337.3007
291,-2032.8451,-19320.5263,-3004.1217,66.2954,0.0,-21353.3714,-2937.8263,-24291.1977
292,-2004.5698,-19289.7195,-3038.8963,66.8527,0.0,-21294.2893,-2972.0436,-24266.3329
293,-2039.226,-19177.5373,-3101.6432,67.134,0.0,-21216.7633,-3034.5092,-24251.2725
294,-2052.4851,-19291.0427,-3070.6974,66.1099,0.0,-21343.5278,-3004.5875,-24348.1153
295,-2034.0262,-19277.4378,-3090.3414,66.823,0.0,-21311.464,-3023.5184,-24334.9824
296,-2012.6425,-19249.2236,-3127.2297,67.3476,0.0,-21261.8661,-3059.8821,-24321.7482
297,-2029.186,-19300.6753,-3062.6682,66.1257,0.0,-21329.8613,-2996.5425,-24326.4038
298,-2060.876,-19311.7361,-3023.2703,66.4372,0.0,-21372.6121,-2956.8331,-24329.4452
299,-2052.2881,-19186.2709,-3043.0658,67.3356,0.0,-21238.559,-2975.7302,-24214.2892
300,-2028.801,-19288.2802,-3049.127,66.3892,0.0,-21317.0812,-2982.7378,-24299.819
301,-2053.8851,-19305.4256,-3018.8989,66.6169,0.0,-21359.3107,-2952.282,-24311.5927
302,-2075.6779,-19190.6651,-3122.6572,65.9513,0.0,-21266.343,-3056.7059,-24323.0489
303,-2071.5341,-19287.895,-3074.7622,66.2147,0.0,-21359.4291,-3008.5475,-24367.9766
304,-2059.5147,-19235.3757,-3035.1505,65.5881,0.0,-21294.8904,-2969.5624,-24264.4528
305,-2057.0051,-19291.3489,-3040.2114,65.1685,0.0,-21348.354,-2975.0429,-24323.3969
306,-2068.3865,-19311.0779,-2994.4729,65.3958,0.0,-21379.4644,-2929.0771,-24308.5415
307,-2053.9587,-19305.2434,-3029.3315,65.1803,0.0,-21359.2021,-2964.1512,-24323.3533
308,-2074.5181,-19291.5392,-2995.5355,65.4684,0.0,-21366.0573,-2930.0671,-24296.1244
309,-2039.0501,-19367.4888,-2996.9439,65.2299,0.0,-21406.5389,-2931.714,-24338.2529
310,-2050.8073,-19380.7349,-2980.6122,65.473,0.0,-21431.5422,-2915.1392,-24346.6814
311,-2061.7947,-19282.5474,-3056.8194,65.822,0.0,-21344.3421,-2990.9974,-24335.3395
312,-2024.2147,-19365.0402,-2998.0966,65.813,0.0,-21389.2549,-2932.2836,-24321.5385
313,-2083.0439,-19188.2179,-3026.3006,65.3957,0.0,-21271.2618,-2960.9049,-24232.1667
314,-2045.2668,-19313.3686,-2979.9359,64.8265,0.0,-21358.6354,-2915.1094,-24273.7448
315,-2071.6707,-19265.987,-3007.2809,64.9027,0.0,-21337.6577,-2942.3782,-24280.0359
316,-2071.8434,-19270.5099,-3015.1175,65.1515,0.0,-21342.3533,-2949.966,-24292.3193
317,-2061.6739,-19234.4107,-3082.2255,65.5702,0.0,-21296.0846,-3016.6553,-24312.7399
318,-2061.5711,-19249.9399,-3029.5852,65.2242,0.0,-21311.511,-2964.361,-24275.872
319,-2040.1534,-19245.8034,-3048.5291,65.2431,0.0,-21285.9568,-2983.286,-24269.2428
320,-2059.3482,-19219.6191,-3068.6901,65.2285,0.0,-21278.9673,-3003.4616,-24282.4289
321,-2065.1585,-19339.5036,-2995.7607,65.0885,0.0,-21404.6621,-2930.6722,-24335.3343
322,-2059.3343,-19213.7265,-3101.5293,66.0122,0.0,-21273.0608,-3035.5171,-24308.5779
323,-2080.1356,-19229.3437,-3060.4885,65.0853,0.0,-21309.4793,-2995.4032,-24304.8825
324,-2052.9823,-19261.5301,-3088.215,66.1886,0.0,-21314.5124,-3022.0264,-24336.5388
325,-2035.5072,-19265.1304,-3050.9018,65.9622,0.0,-21300.6376,-2984.9396,-24285.5772
326,-2046.2822,-19391.7168,-3013.0982,65.751,0.0,-21437.999,-2947.3472,-24385.3462
327,-2009.9845,-19252.3574,-3085.6756,67.0311,0.0,-21262.3419,-3018.6445,-24280.9864
328,-2043.5923,-19326.4894,-3003.403,66.1412,0.0,-21370.0817,-2937.2618,-24307.3435
329,-2054.2607,-19160.5397,-3108.1165,66.7888,0.0,-21214.8004,-3041.3277,-24256.1281
330,-2038.0033,-19223.0423,-3075.3799,66.5628,0.0,-21261.0456,-3008.8171,-24269.8627
331,-2075.0032,-19296.1371,-3000.3154,65.08,0.0,-21371.1403,-2935.2354,-24306.3757
332,-2024.0623,-19303.9989,-3035.4427,65.4129,0.0,-21328.0612,-2970.0298,-24298.091
333,-2065.094,-19288.2613,-3040.7445,65.8411,0.0,-21353.3553,-2974.9034,-24328.2587
334,-2060.2958,-19236.0518,-3029.5302,65.7221,0.0,-21296.3476,-2963.8081,-24260.1557
335,-2037.7874,-19330.9371,-3000.2608,65.3464,0.0,-21368.7245,-2934.9144,-24303.6389
336,-2038.4234,-19370.1422,-2966.7676,65.703,0.0,-21408.5656,-2901.0646,-24309.6302
337,-2051.3898,-19345.6786,-3002.1604,66.1189,0.0,-21397.0684,-2936.0415,-24333.1099
338,-2023.185,-19276.0158,-3022.7846,66.8034,0.0,-21299.2008,-2955.9812,-24255.182
339,-2068.5061,-19286.358,-3057.0138,65.9481,0.0,-21354.8641,-2991.0657,-24345.9298
340,-2082.4784,-19205.0524,-3082.8392,65.1251,0.0,-21287.5308,-3017.7141,-24305.2449
341,-2027.5464,-19315.1313,-3057.5524,66.0499,0.0,-21342.6777,-2991.5025,-24334.1802
342,-2058.464,-19278.1048,-3035.3723,66.3546,0.0,-21336.5688,-2969.0177,-24305.5865
343,-2049.773,-19211.5371,-3120.1573,66.5639,0.0,-21261.3101,-3053.5934,-24314.9035
344,-2066.2035,-19108.0642,-3177.3877,66.3487,0.0,-21174.2677,-3111.039,-24285.3067
345,-2026.6269,-19227.1719,-3107.3969,66.2,0.0,-21253.7988,-3041.1969,-24294.9957
346,-2038.9251,-19218.036,-3085.4592,67.3691,0.0,-21256.9611,-3018.0901,-24275.0512
347,-2061.2743,-19287.4711,-3050.0119,67.1677,0.0,-21348.7454,-2982.8442,-24331.5896
348,-2041.6005,-19251.2487,-3069.8322,66.5915,0.0,-21292.8492,-3003.2407,-24296.0899
349,-2054.8252,-19201.5153,-3096.2797,66.2457,0.0,-21256.3405,-3030.034,-24286.3745
350,-2053.9752,-19138.2937,-3101.983,65.6802,0.0,-21192.2689,-3036.3028,-24228.5717
351,-2059.0871,-19293.9611,-3046.6198,65.8271,0.0,-21353.0482,-2980.7927,-24333.8409
352,-2044.3781,-19188.9272,-3112.1293,66.299,0.0,-21233.3053,-3045.8303,-24279.1356
353,-2059.135,-19112.2872,-3126.8864,66.3991,0.0,-21171.4222,-3060.4873,-24231.9095
354,-2012.5001,-19151.4598,-3134.3902,66.4756,0.0,-21163.9599,-3067.9146,-24231.8745
355,-2000.92,-19257.0144,-3108.7911,66.2532,0.0,-21257.9344,-3042.5379,-24300.4723
356,-2032.0783,-19182.3121,-3086.3956,65.7542,0.0,-21214.3904,-3020.6414,-24235.0318
357,-2053.9295,-19200.5911,-3095.1887,66.441,0.0,-21254.5206,-3028.7477,-24283.2683
358,-2053.0646,-19272.1983,-3087.105,66.1788,0.0,-21325.2629,-3020.9262,-24346.1891
359,-2078.4466,-19240.6872,-3073.9977,65.8593,0.0,-21319.1338,-3008.1384,-24327.2722
360,-2031.5513,-19250.1152,-3043.7836,65.816,0.0,-21281.6665,-2977.9676,-24259.6341
361,-2057.6712,-19237.5555,-3085.567,66.097,0.0,-21295.2267,-3019.47,-24314.6967
362,-2051.9731,-19161.1279,-3101.1786,66.0909,0.0,-21213.101,-3035.0877,-24248.1887
363,-2046.7978,-19205.1586,-3094.6485,66.0472,0.0,-21251.9564,-3028.6013,-24280.5577
364,-2067.6793,-19254.4332,-3080.2911,66.0883,0.0,-21322.1125,-3014.2028,-24336.3153
365,-2056.836,-19191.6328,-3102.4709,66.4357,0.0,-21248.4688,-3036.0352,-24284.504
366,-2039.903,-19178.8003,-3077.9761,66.4932,0.0,-21218.7033,-3011.4829,-24230.1862
367,-2044.7543,-19230.8725,-3080.6251,65.8618,0.0,-21275.6268,-3014.7633,-24290.3901
368,-2063.2814,-19212.9365,-3093.9184,66.2917,0.0,-21276.2179,-3027.6267,-24303.8446
369,-2033.1372,-19273.7794,-3054.5358,65.8091,0.0,-21306.9166,-2988.7267,-24295.6433
370,-2065.4835,-19226.0228,-3105.4092,65.6668,0.0,-21291.5063,-3039.7424,-24331.2487
371,-2091.5429,-19245.7336,-3023.0414,65.8634,0.0,-21337.2765,-2957.178,-24294.4545
372,-2035.8806,-19278.7789,-3064.0703,65.7279,0.0,-21314.6595,-2998.3424,-24313.0019
373,-2047.9213,-19228.6278,-3095.3525,66.5761,0.0,-21276.5491,-3028.7764,-24305.3255
374,-2077.6637,-19208.6223,-3045.4353,66.2152,0.0,-21286.286,-2979.2201,-24265.5061
375,-2047.7102,-19229.882,-3084.9012,66.2372,0.0,-21277.5922,-3018.664,-24296.2562
376,-2041.6633,-19288.0631,-2989.2578,66.5526,0.0,-21329.7264,-2922.7052,-24252.4316
377,-2049.7854,-19296.9952,-3018.7555,66.9162,0.0,-21346.7806,-2951.8393,-24298.6199
378,-2042.2832,-19302.0347,-3046.0028,66.5821,0.0,-21344.3179,-2979.4207,-24323.7386
379,-2036.5725,-19280.0954,-3095.2091,66.3726,0.0,-21316.6679,-3028.8365,-24345.5044
380,-2064.5684,-19202.0485,-3117.1067,66.2847,0.0,-21266.6169,-3050.822,-24317.4389
381,-2053.0046,-19176.8545,-3110.6403,65.9836,0.0,-21229.8591,-3044.6567,-24274.5158
382,-2081.3163,-19192.5913,-3049.8094,65.5014,0.0,-21273.9076,-2984.308,-24258.2156
383,-2045.5206,-19208.8357,-3055.4491,65.6656,0.0,-21254.3563,-2989.7835,-24244.1398
384,-2096.6064,-19248.3377,-3030.0293,65.5707,0.0,-21344.9441,-2964.4586,-24309.4027
385,-2065.2503,-19205.7896,-3058.7083,65.4117,0.0,-21271.0399,-2993.2966,-24264.3365
386,-2069.8647,-19326.4279,-2988.645,65.1763,0.0,-21396.2926,-2923.4687,-24319.7613
387,-2043.1385,-19291.2671,-3036.1231,65.2818,0.0,-21334.4056,-2970.8413,-24305.2469
388,-2049.8494,-19306.5656,-3006.1664,65.1462,0.0,-21356.415,-2941.0202,-24297.4352
389,-2060.1725,-19267.1417,-3008.7607,65.2694,0.0,-21327.3142,-2943.4913,-24270.8055
390,-2033.8971,-19245.7393,-3062.0122,66.0142,0.0,-21279.6364,-2995.998,-24275.6344
391,-2064.8941,-19218.2056,-3071.397,66.3406,0.0,-21283.0997,-3005.0564,-24288.1561
392,-2022.1247,-19236.1485,-3037.7651,65.8812,0.0,-21258.2732,-2971.8839,-24230.1571
393,-2065.4237,-19221.7912,-3084.7042,65.9044,0.0,-21287.2149,-3018.7998,-24306.0147
394,-2049.1365,-19198.4817,-3088.793,65.8483,0.0,-21247.6182,-3022.9447,-24270.5629
395,-2040.4151,-19180.0694,-3134.8518,65.4541,0.0,-21220.4845,-3069.3977,-24289.8822
396,-2058.7333,-19141.4308,-3135.6384,65.852,0.0,-21200.1641,-3069.7864,-24269.9505
397,-2074.8687,-19240.262,-3049.9923,65.449,0.0,-21315.1307,-2984.5433,-24299.674
398,-2052.6163,-19193.5418,-3126.776,66.0141,0.0,-21246.1581,-3060.7619,-24306.92
399,-2051.0328,-19099.1303,-3145.7818,66.1556,0.0,-21150.1631,-3079.6262,-24229.7893
400,-2062.7283,-19163.7978,-3100.4079,66.5086,0.0,-21226.5261,-3033.8993,-24260.4254
401,-2065.7816,-19209.7788,-3061.9244,66.24,0.0,-21275.5604,-2995.6844,-24271.2448
402,-2048.4233,-19145.2263,-3146.7995,66.9577,0.0,-21193.6496,-3079.8418,-24273.4914
403,-2031.8926,-19196.0223,-3143.103,66.7081,0.0,-21227.9149,-3076.3949,-24304.3098
404,-2023.5817,-19218.8348,-3112.8007,66.6613,0.0,-21242.4165,-3046.1394,-24288.5559
405,-2035.9765,-19320.2921,-3070.1621,66.7655,0.0,-21356.2686,-3003.3966,-24359.6652
406,-2040.4054,-19277.3517,-3106.1186,66.6578,0.0,-21317.7571,-3039.4608,-24357.2179
407,-2050.989,-19173.138,-3127.5849,66.9249,0.0,-21224.127,-3060.66,-24284.787
408,-2027.3804,-19221.91,-3150.8015,66.9949,0.0,-21249.2904,-3083.8066,-24333.097
409,-2047.8284,-19234.9786,-3090.4385,66.5493,0.0,-21282.807,-3023.8892,-24306.6962
410,-2046.1978,-19180.8246,-3107.7904,67.5279,0.0,-21227.0224,-3040.2625,-24267.2849
411,-2040.6817,-19157.0283,-3158.5969,66.8474,0.0,-21197.71,-3091.7495,-24289.4595
412,-2043.7345,-19214.1651,-3143.4771,67.0362,0.0,-21257.8996,-3076.4409,-24334.3405
413,-2039.094,-19075.3342,-3187.8932,68.0536,0.0,-21114.4282,-3119.8396,-24234.2678
414,-2037.6056,-19157.7089,-3136.503,67.304,0.0,-21195.3145,-3069.199,-24264.5135
415,-2057.1523,-19130.9752,-3149.4222,66.7214,0.0,-21188.1275,-3082.7008,-24270.8283
416,-2033.8866,-19176.4821,-3170.7778,67.1602,0.0,-21210.3687,-3103.6176,-24313.9863
417,-2034.7209,-19180.7259,-3166.5769,67.2706,0.0,-21215.4468,-3099.3063,-24314.7531
418,-2040.1783,-19128.0551,-3172.7022,67.4082,0.0,-21168.2334,-3105.294,-24273.5274
419,-2037.6869,-19287.4717,-3114.8883,66.9193,0.0,-21325.1586,-3047.969,-24373.1276
420,-2024.2514,-19211.2701,-3142.8608,67.2875,0.0,-21235.5215,-3075.5733,-24311.0948
421,-2055.5266,-19210.0903,-3128.1552,66.7789,0.0,-21265.6169,-3061.3763,-24326.9932
422,-2013.2776,-19185.9038,-3144.7214,67.7519,0.0,-21199.1814,-3076.9695,-24276.1509
423,-2066.879,-19189.0779,-3127.535,67.5159,0.0,-21255.9569,-3060.0191,-24315.976
424,-2048.9139,-19177.091,-3122.0347,66.346,0.0,-21226.0049,-3055.6887,-24281.6936
425,-2046.2636,-19152.5197,-3114.7621,67.1716,0.0,-21198.7833,-3047.5905,-24246.3738
426,-2021.9435,-19246.8118,-3114.155,66.5358,0.0,-21268.7553,-3047.6192,-24316.3745
427,-2050.4944,-19185.5182,-3174.4085,67.1998,0.0,-21236.0126,-3107.2087,-24343.2213
428,-2060.8206,-19237.8941,-3159.443,67.5331,0.0,-21298.7147,-3091.9099,-24390.6246
429,-2031.6207,-19200.1993,-3170.6625,67.5121,0.0,-21231.82,-3103.1504,-24334.9704
430,-2056.9529,-19196.173,-3145.38,66.6928,0.0,-21253.1259,-3078.6872,-24331.8131
431,-2051.3358,-19211.1539,-3126.3718,66.8474,0.0,-21262.4897,-3059.5244,-24322.0141
432,-2081.2439,-19231.1415,-3093.0641,66.7764,0.0,-21312.3854,-3026.2877,-24338.6731
433,-2065.8377,-19287.7481,-3094.9232,67.1599,0.0,-21353.5858,-3027.7633,-24381.3491
434,-2033.9655,-19203.7405,-3097.524,66.9851,0.0,-21237.706,-3030.5389,-24268.2449
435,-2060.8722,-19180.4349,-3069.1867,67.1511,0.0,-21241.3071,-3002.0356,-24243.3427
436,-2054.1023,-19298.011,-3030.3156,66.4159,0.0,-21352.1133,-2963.8997,-24316.013
437,-2052.0171,-19310.7994,-3029.4892,66.9667,0.0,-21362.8165,-2962.5225,-24325.339
438,-2031.4346,-19232.6686,-3124.4346,67.6906,0.0,-21264.1032,-3056.744,-24320.8472
439,-2039.9548,-19194.5286,-3159.5045,67.5334,0.0,-21234.4834,-3091.9711,-24326.4545
440,-2034.3818,-19164.9483,-3151.6216,67.4063,0.0,-21199.3301,-3084.2153,-24283.5454
441,-2062.6008,-19249.5263,-3120.4759,67.0567,0.0,-21312.1271,-3053.4192,-24365.5463
442,-2053.0948,-19191.8579,-3131.4433,67.8168,0.0,-21244.9527,-3063.6265,-24308.5792
443,-2050.4096,-19224.488,-3086.5574,66.7304,0.0,-21274.8976,-3019.827,-24294.7246
444,-2046.0426,-19253.3962,-3114.0456,67.0158,0.0,-21299.4388,-3047.0298,-24346.4686
445,-2062.8584,-19241.1303,-3109.0926,67.0337,0.0,-21303.9887,-3042.0589,-24346.0476
446,-2019.0387,-19169.3741,-3143.0525,67.1679,0.0,-21188.4128,-3075.8846,-24264.2974
447,-2059.5236,-19203.5133,-3143.4125,66.7041,0.0,-21263.0369,-3076.7084,-24339.7453
448,-2052.3181,-19266.664,-3052.7583,66.9315,0.0,-21318.9821,-2985.8268,-24304.8089
449,-2032.2614,-19206.5929,-3091.1199,67.2475,0.0,-21238.8543,-3023.8724,-24262.7267
450,-2056.762,-19202.2486,-3081.0356,66.931,0.0,-21259.0106,-3014.1046,-24273.1152
451,-2046.4219,-19283.2821,-3020.3969,67.3392,0.0,-21329.704,-2953.0577,-24282.7617
452,-2035.3198,-19262.2818,-3046.1563,66.7107,0.0,-21297.6016,-2979.4456,-24277.0472
453,-2053.1828,-19232.6165,-3063.6829,66.9421,0.0,-21285.7993,-2996.7408,-24282.5401
454,-2039.1868,-19156.4062,-3070.1938,67.1478,0.0,-21195.593,-3003.046,-24198.639
455,-2018.0118,-19288.8894,-3076.1521,66.8486,0.0,-21306.9012,-3009.3035,-24316.2047
456,-2045.5104,-19139.8333,-3140.4824,67.1024,0.0,-21185.3437,-3073.38,-24258.7237
457,-2070.2348,-19168.8043,-3103.5221,66.9858,0.0,-21239.0391,-3036.5363,-24275.5754
458,-2047.2998,-19242.0903,-3111.36,66.5346,0.0,-21289.3901,-3044.8254,-24334.2155
459,-2052.7328,-19220.2153,-3117.1891,67.4252,0.0,-21272.9481,-3049.7639,-24322.712
460,-2038.095,-19146.9015,-3152.9192,67.1117,0.0,-21184.9965,-3085.8075,-24270.804
461,-2046.0748,-19113.7039,-3177.4989,67.3986,0.0,-21159.7787,-3110.1003,-24269.879
462,-2053.8358,-19140.4942,-3161.3677,67.4769,0.0,-21194.33,-3093.8908,-24288.2208
463,-2032.0118,-19072.2241,-3236.6741,67.0992,0.0,-21104.2359,-3169.5749,-24273.8108
464,-2030.247,-19110.9883,-3197.9476,67.3384,0.0,-21141.2353,-3130.6092,-24271.8445
465,-2040.1426,-19108.7124,-3193.7012,67.6675,0.0,-21148.855,-3126.0337,-24274.8887
466,-2036.633,-19186.1716,-3171.5799,66.9753,0.0,-21222.8046,-3104.6046,-24327.4092
467,-2035.406,-19121.1237,-3198.5447,67.4802,0.0,-21156.5297,-3131.0645,-24287.5942
468,-2017.6455,-19099.2002,-3199.6987,67.8181,0.0,-21116.8457,-3131.8806,-24248.7263
469,-2056.6141,-19075.2697,-3190.1143,67.3917,0.0,-21131.8838,-3122.7226,-24254.6064
470,-2039.2446,-19067.4754,-3238.0347,67.6039,0.0,-21106.72,-3170.4308,-24277.1508
471,-2065.2962,-19093.3614,-3183.5565,66.7622,0.0,-21158.6576,-3116.7943,-24275.4519
472,-2036.1486,-19117.3912,-3244.0182,67.3106,0.0,-21153.5398,-3176.7076,-24330.2474
473,-2039.9436,-19158.8106,-3205.5523,67.0374,0.0,-21198.7542,-3138.5149,-24337.2691
474,-2036.5179,-19080.3631,-3220.2606,67.4355,0.0,-21116.881,-3152.8251,-24269.7061
475,-2010.7289,-19088.5307,-3216.4398,67.4427,0.0,-21099.2596,-3148.9971,-24248.2567
476,-2022.7134,-19121.8349,-3177.6116,67.7106,0.0,-21144.5483,-3109.901,-24254.4493
477,-2020.5142,-19104.1509,-3203.5986,68.4222,0.0,-21124.6651,-3135.1764,-24259.8415
478,-2026.198,-19231.5111,-3135.6047,67.2624,0.0,-21257.7091,-3068.3423,-24326.0514
479,-2018.8323,-19175.5661,-3142.5522,67.5391,0.0,-21194.3984,-3075.0131,-24269.4115
480,-2028.0757,-19218.2386,-3114.8275,68.052,0.0,-21246.3143,-3046.7755,-24293.0898
481,-2044.7511,-19126.3747,-3160.0936,67.5085,0.0,-21171.1258,-3092.5851,-24263.7109
482,-2059.0389,-19161.8438,-3125.6858,66.9126,0.0,-21220.8827,-3058.7732,-24279.6559
483,-2023.3029,-19154.2234,-3139.8881,67.4336,0.0,-21177.5263,-3072.4545,-24249.9808
484,-2015.6408,-19189.4442,-3136.9686,66.7562,0.0,-21205.085,-3070.2124,-24275.2974
485,-2016.9034,-19030.19,-3291.1267,67.2914,0.0,-21047.0934,-3223.8353,-24270.9287
486,-2021.061,-19205.9401,-3163.4753,66.8667,0.0,-21227.0011,-3096.6086,-24323.6097
487,-2011.926,-19199.256,-3184.3602,67.3175,0.0,-21211.182,-3117.0427,-24328.2247
488,-2002.5323,-19203.5886,-3149.4848,66.7207,0.0,-21206.1209,-3082.7641,-24288.885
489,-2019.9325,-19171.2009,-3153.5985,66.9734,0.0,-21191.1334,-3086.6251,-24277.7585
490,-2039.1799,-19195.3758,-3135.8735,66.875,0.0,-21234.5557,-3068.9985,-24303.5542
491,-2054.0552,-19178.7097,-3154.7359,66.4235,0.0,-21232.7649,-3088.3124,-24321.0773
492,-2019.901,-19292.9928,-3089.5989,66.8265,0.0,-21312.8938,-3022.7724,-24335.6662
493,-2039.874,-19295.057,-3110.451,66.3851,0.0,-21334.931,-3044.0659,-24378.9969
494,-2078.8164,-19221.1469,-3112.7069,66.0776,0.0,-21299.9633,-3046.6293,-24346.5926
495,-2035.1064,-19179.0377,-3185.4185,67.0159,0.0,-21214.1441,-3118.4026,-24332.5467
496,-2047.7909,-19215.0594,-3162.2214,66.5124,0.0,-21262.8503,-3095.709,-24358.5593
497,-2038.8712,-19211.8623,-3097.2442,65.7114,0.0,-21250.7335,-3031.5328,-24282.2663
498,-2071.4689,-19244.1568,-3076.9433,65.7015,0.0,-21315.6257,-3011.2418,-24326.8675
499,-2010.6843,-19151.4744,-3140.5151,66.4553,0.0,-21162.1587,-3074.0598,-24236.2185
500,-2067.3994,-19138.8713,-3105.0071,65.8458,0.0,-21206.2707,-3039.1613,-24245.432
501,-2063.1253,-19251.8451,-3123.885,65.3843,0.0,-21314.9704,-3058.5007,-24373.4711
502,-2035.799,-19208.415,-3113.6002,66.1272,0.0,-21244.214,-3047.473,-24291.687
503,-2026.4166,-19245.429,-3129.7415,66.5043,0.0,-21271.8456,-3063.2372,-24335.0828
504,-2042.3898,-19221.59,-3116.4365,66.8163,0.0,-21263.9798,-3049.6202,-24313.6
505,-2032.6803,-19291.6345,-3097.0893,66.3244,0.0,-21324.3148,-3030.7649,-24355.0797
506,-2081.0709,-19318.3105,-3052.1738,65.8528,0.0,-21399.3814,-2986.321,-24385.7024
507,-2055.8334,-19231.3266,-3160.8238,66.9145,0.0,-21287.16,-3093.9093,-24381.0693
508,-2084.8092,-19237.2419,-3076.6446,65.5836,0.0,-21322.0511,-3011.061,-24333.1121
509,-2036.7729,-19264.6681,-3132.8569,66.3073,0.0,-21301.441,-3066.5496,-24367.9906
510,-2085.7317,-19309.5474,-3046.2555,65.3888,0.0,-21395.2791,-2980.8667,-24376.1458
511,-2041.5526,-19260.4697,-3083.6025,66.9422,0.0,-21302.0223,-3016.6603,-24318.6826
512,-2038.7884,-19192.5938,-3145.3388,65.9526,0.0,-21231.3822,-3079.3862,-24310.7684
513,-2072.8933,-19160.8102,-3097.748,66.1412,0.0,-21233.7035,-3031.6068,-24265.3103
514,-2072.6877,-19149.175,-3140.2444,66.1595,0.0,-21221.8627,-3074.0849,-24295.9476
515,-2081.1033,-19206.0125,-3072.5803,65.418,0.0,-21287.1158,-3007.1623,-24294.2781
516,-2075.9481,-19239.6279,-3108.258,65.6934,0.0,-21315.576,-3042.5646,-24358.1406
517,-2067.7224,-19183.1482,-3132.6113,66.5176,0.0,-21250.8706,-3066.0937,-24316.9643
518,-2047.8854,-19169.7084,-3177.6316,66.7623,0.0,-21217.5938,-3110.8693,-24328.4631
519,-2028.493,-19308.4502,-3083.5582,66.4347,0.0,-21336.9432,-3017.1235,-24354.0667
520,-2075.7954,-19259.2267,-3118.7982,66.2891,0.0,-21335.0221,-3052.5091,-24387.5312
521,-2033.686,-19251.4531,-3139.0038,66.7676,0.0,-21285.1391,-3072.2362,-24357.3753
522,-2066.0616,-19145.1325,-3169.1977,66.7359,0.0,-21211.1941,-3102.4618,-24313.6559
523,-2038.1137,-19193.1047,-3197.1134,67.1997,0.0,-21231.2184,-3129.9137,-24361.1321
524,-2054.9124,-19083.5517,-3184.2157,66.6747,0.0,-21138.4641,-3117.541,-24256.0051
525,-2025.9347,-19014.5332,-3240.2982,67.5664,0.0,-21040.4679,-3172.7318,-24213.1997
526,-2044.3526,-19111.2015,-3194.8953,66.637,0.0,-21155.5541,-3128.2583,-24283.8124
